rownum,id,user,text
1922,2059859263,LydiaBarling,Resting up. Busy day tomorrow
1923,2213751398,ad0815,"@OmnitureCare There is one,opened 2 months ago... "
1924,2262744892,SamarthB,As much as I'm liking my work and Bombay I miss constant access to interwebs and Twitter
1925,2180747399,stevevfoster,@Wossy this afternoon saw your twitter books had their own little stand in Waterstones ~ you are the new Richard &amp; Judy ~ sweet
1926,1980090612,Carmita_Guerra,@OtaliaRocks Sorry! Speaking Dunglish... Not nice of me...
1927,2214610088,RachDalgleish,bad thing bout being sick-even for a day-all the housework piles up round you &amp;when you're better you've actually gotta deal with it. BOO
1928,2174895324,NeeSuh,Ice blocking  hell ya
1929,1827364785,vickyvikking,saying that the sun as just come out
1930,2003443535,alancfrancis,StreetView is currently Doom.  I'm imagining what happens when it turns into Quake
1931,1965969124,mychemfemme,"i'm sorry i'm neglecting you, twitter. "
1932,2218042220,GodGivnName,Where are you @Joneerocks Did not hear from you today!!!
1933,2217280831,maryjne505,"So many bills, so little money "
1934,2192562066,mollie07,"king's island with AP,madpal, &amp; sterling "
1935,2064106367,TheJeffster,@bmoyle was about to check it out but left for dinner  will peep it tomorrow
1936,1681135717,JohnStratton,Got a bangin' headache ... not good when you're playing out six hours of dance music
1937,2182681621,BreeRulezd00d,High School Musical 3
1938,1998433746,livewithasmilex,When i grow up i wanna be a beach hobo
1939,1964152263,Love_TreySongz,deff workin this weekened
1940,1955805153,Jfortini,@CatCorrine i miss 406 too!!!!!!
1941,2032139816,Rafaelcalvo,Watcing the dark knight   its almost over..
1942,2261249419,Geekgirl84,@DearestGchan Just been sick. And I hate not being able to take much for it
1943,1833411481,stashinspice,Finished watching Boondock Saints... Random ass night. Night my twitterific mates.
1944,1994328015,ronyatco,"Ugh.  Its super cloudy in LA and I didnt bring anything warm, hope it doesnt rain. Heard its gonna be super nice all week in Vancouver "
1945,1977867560,sparkle6790,My day has officialy ended now  on a good note. ich liebe dich &lt;3 &lt;3
1946,2185666082,banditTA00,"@RebeccaNavarro carshows, cruises, work, meetings, and soon auditions...it's insane, but I luv it...  "
1947,1996134057,rayrayrawr,@Barbieeee well that is not nice.
1948,1693431863,luciuskwok,@amarshwren More woodgrain!
1949,1978955642,myuutsu,"@eneko_chan ? ???? ??? ????, ?????, ???????? ? ??????? ?? ?????. Cheer up, sweetheart! "
1950,2214573614,ShannonAsplund,Need a book to get lost in my thoughts. I wish i hadn't read that. Damn Kevin.
1951,1994311708,Rockstar_Barbie,My heart hurts! Why are the good ones always taken from us! RIP Crystal Crawford  @izovathekhemist call me if u need me! J too!
1952,2070561376,merry_dancer,Totally watching the Tony's.
1953,1835576885,xLaurenDx,I have no enthusiasm to complete this assignment
1954,2015815178,Paulina_jb,i'm sleepy all day today.... ahh no matter cuz tomorrow is the next JB's live chat  Hope that won't be the last this year ;))
1955,1750963939,shannatrenholm,"@mamapigeon I be ok, you? "
1956,1686390891,dogned,@Sophhs Me too  He deserved it so much... ah well my fave reality show didn't win either. *prays for drama to go to H&amp;A*
1957,2046409040,ldshap00,@washingtonian reader survey enters you to win a $100 certificate to Potenza! http://bit.ly/QMKJP (I took it! - pls mention Dining in DC)
1958,2001643436,ashleyemma,why is my msn not working....
1959,1974088082,andyfinchy,@dancinqueenie thank you
1960,1974506137,Soph4Soph,"oh phone to police now. I dunno if they can help or do anything, but i thought best to let them know! (how stupid i am!)  lol"
1961,1984313109,theralphiedog,@MissBusyBiz Don't worry. Just look at Daddy with your puppy dog eyes. He'll forgive you. Works for me
1962,1794393016,lolabelle13,"@cwelton: Hi Chris, Im at napier doing communications, any advice when looking for work experience in the PR sector? "
1963,1980014721,MissToriL,"Good Morning, World  "
1964,2257143210,Nevidge20,@kittenspawn I has sad face cause my kitten is unhappy
1965,2049226924,_cassandramarie,In Ze Car With Katie And Heather On Our Way To Promm
1966,2284628117,pekav,"phone died, battery dying. can't be bothered charging, teeth are feeling a bit sore now - of course before bed "
1967,2039865794,jeffwebb5682,Can't sleep my back is killing me...no gettin drunk on the big party weekend now  (still gambling my ass off though)
1968,1962937143,Boddingtons,@OfficialSTaylo no it doesn't...sheesh
1969,1565431197,twistedsocks,"@LozzieCousins Yeah, it was good to see them, but not an episode I'll come back to very often. They looked good, though... "
1970,1752617352,kabutar,@DixonTam maybe I have a different impression. It's entirely possible
1971,1770923454,cheskarreyes,@DavidArchie HEY DAVID!  Can't wait to see you here in Manila.
1972,1973488345,LadySucre,@imcudi one dimple is cuter than no dimples
1973,1824745781,jasonbtchan,@missy_blurkit Calcarcover.com does not have my 2009 model listed.
1974,2052731695,Roy4D,Noooooo Jquery iss driving me crazy  I'm feeling so noob right now
1975,2177228294,marizzle,So cold in my room and so warm. Under the covers. Mmmmmm.
1976,1990923174,nica927,off to go
1977,2065959790,Nossing,One board did not have enough holes and the lack of a centimetre kept us from drilling missing holes. So instead we hung out and had fun.
1978,2192328088,melissa_cheng,is disgusted becoz her hair stinks of icecream that dropped on her hair
1979,2205230764,aido,TweetDeck download failed again  #TweekDeck
1980,2250698434,lisa_wilkins,@3prettyprincess celebrating his friends birthday up north.  I haven't slept alone in awhile. I don't like it I'm a big sissy haha.
1981,1993288711,mdanderson,@lesfollmar enjoyed that article. Thanks
1982,1962008760,snflwrgrl13,@music4thesoul have a great lunch!
1983,1996991860,LucasRotter,"@FzMcFadden No worries, was looking for some retail activity  Thanks though"
1984,2048443272,SummerTulip,http://twitpic.com/6p6kl - Even at the outlet these are $25!  I really want these!!!
1985,2248345439,wildwoodflwr,@AlpacaFarmgirl Biscuit is our cat. We've had him for 4 years and he got loose last Sunday.
1986,2033878682,lexylegassie,"@MileyCyrus um, thats retorical. Of course. I have 15 "
1987,2229151022,notrox,Yuck its supposed to rain until wednesday
1988,1960591783,JujuSherry,@lizziboo_etsy Thank you for the follow my Etsy friend   Happy Friday!
1989,2063472004,mitayashi,http://www.j-madness.com is on #3! (http://www.myanimespace.org/top100/) checked at Sunday 15:47 pm (GMT+7). Thanks!
1990,2185577606,gabvirtualworld,"@the_anykey They are afraid that @esloof, @B_renda and I will join the contest "
1991,2251113155,Graham_Walsh,Still waiting for the complementary hospitality tickets for tomorrow at Silverstone.  We've only got pikey grandstand tickets  #fb
1992,1685210342,ktcronier,@marisa32686 @starz1nelli @bznczrule @morningstarxxx @sarahbassett @xocvsox I looked at my clock at 8 and I was so sad.  hahaha
1993,2070975174,mlhansen,I can't wait to see SWAC tonight.
1994,1989462126,ahjj,Good morning (: I'm still sunburnt
1995,2175483398,wanigendud,@beebeebuthainah HAHAHAHA OI KNOW THAT QUOTE!    &quot;you smell like dog poo!&quot; -- &quot;he says those mean things because he likes you&quot; toing!
1996,1991663765,CoolLikeYourMom,Happy Monday! And it really is. Play your favorite song &amp; smile.
1997,1989106935,itchy_n_scratch,Awww shucks. You'd have picked me up. From 2 states away  just glad we're all home.
1998,1822396526,its_emma,@davedays i thought you said going to porn
1999,1975707816,Julstar3,Watching I love the new millennium
2000,2191434864,meganmcmuffin,It's 8am and my day is already sucks
2001,2006578525,liljeaniepoo,@suzmarques Sorry I can't ans direct msg to you because you don't follow me. I can't do it via cell phone.. I don't know how.. I tried.
2002,1982950063,White69Devil,@qwerty2k Yup and i have a fan on the go! And now im bored too
2003,1968819181,Theguyoverthere,@jaedalaurez I straight up CRIED  his nipples look liek he on his period all tender and shyt
2004,1759691923,schwier,"@xmarksthestott2 Okay, Sambo.  Relatively, anyway.  Kind of gimpy.  Disappointed  I can't actually fly afterall! "
2005,1469587029,NSFproductions,Please subscribe so I can be a partner! PLEASE http://www.youtube.com/user/NonSufficientFunds Please and thank you!
2006,1557505621,esmithp77,@mobileon I did   It doesn't work either way.
2007,1822569800,JazzyJayP,@Moe_ProfyleNupe uhhh I had to work too
2008,2216607480,rvanderveen,"Today is the Hardest I've worked in months, possibly years.  Sad "
2009,2011409677,sugarshaz,"OMG, i'm starving!  I could eat anything right now. YES, i mean, ANYTHING!"
2010,2251623170,sassy_sapphire,@30SECONDSTOMARS I have no money to go to the London summit... so bummed.
2011,1957229135,Djalfy,@hockeylicious welcome
2012,2044793053,sarahk1986,pregaming at ludwig's with cocktails... after that partying at the 089Bar or somewhere else
2013,1573502509,loulauralou,is not very well 2day
2014,2053847885,BD_24,"@Meggan88 Meet too!! and the report from the track, no showers, not using that four letter word..LOL "
2015,2196569664,bethallison,@jaqchapman don't rush home. Tornados in your area.
2016,2049015510,Kelseymitchem,wants to be 18 forever
2017,2001310848,beerkaki,"@ivorsg For me, there is!! haha...It's very common for me..walk dog, do yoga, read news, check email then e mind off to work mode liao. "
2018,2175886786,jangles,Success: Nokia N95 8GB updated to firmware version 31.0.15. And the phone still works
2019,1933237456,TORRWhorr,@brenddaxo OH! I see! Lol mario is being bleh:/ ...
2020,1792916407,clarelancaster,@kcdc Thanks  Hopefully it was useful to some of the members
2021,1557269131,LleucuLlwyd967,Off to clean my room in a while  bad times....then onto the revision
2022,2049895142,susitha_nick,@Jonasbrothers ilove you jonas and nick  is really beautiful !!!     one big kiss for you
2023,1976485830,KingKovifor,So don't feel good!
2024,2204118878,budumzgurl,last day on cikini
2025,2063424901,ellesheri,No. Aggravation today I'm leaving early
2026,1760268192,breeze80,is thinking that laying down sounds nice....but I don't like the idea of sleeping while Dave flies over the Atlantic.  *sniff*
2027,1979925433,goyuuki,i just bought 'knocked up' dvd on amazon.jp haha
2028,1468580108,sarahearles,just found the most gorgeous pair of vintage dior sunglasses... they are ï¿½125 though
2029,2192185847,Ayronic,@kristinepadilla goodmorning missy! Can I get some cheese too!!
2030,2177181231,seth_sullivan,remember december! i can't wait for the song! sounds amazinggggg!
2031,1932942427,KNAN,It's something that we did for @HeadlinesIndia...still reaping rewards from that effort
2032,1556169562,pnutbttrsmck,Cherry jello and simply apple apple juice. What is better? Nothing.
2033,1676253101,LEXercise,"@MSRED07 Wow. Grease. Yeah, you're really bored. lol Yeah, I was gunna make a move and decided not to also. Guess we can be bored 2getha "
2034,2322999035,deutscheposts,"Should probably get ready for work , request query to do "
2035,1970260810,Bri51NY,@ItalyBerryGirl aww thats good!
2036,1678014490,balmain_belle,"As usual, I came back with a box full of fresh produce and a pot of.. Is it daisy? LOL to look after  http://twitpic.com/4ecod"
2037,1957488522,Anna_Dawson,ohhh its friday  and tis going to be nice weather yayy! sunbathing is in order me thinks. hah.
2038,1555790393,IveGotUCovered,@meesterbob I'm sorry Meesterbob  Anything we can do to cheer you up?
2039,1986570587,WeblocityDotWs,"Looking for people that can assist with inbound customers. Simple office skills, likes talking to people/networking. www.weblocity.ws  "
2040,1836394775,Abbygurl__,@clarianne  I know! Ppl here don't do fireworks! Arghhh!!!
2041,2014023471,maynaseric,@hemeon lolz *winks* btw love your website http://www.designbyhumans.com/ very good design concept
2042,1880727532,captainlalaine,A pirate's life for me  What to do now? My voice is gone. Too much rum haha .
2043,2071774475,lionchild,@extralife That's too funny.
2044,1551273215,daniellecarterr,"I need to clean my room at some point today  booo! My neighbor has tag sales every week,.. kinda weird"
2045,1991137105,Irmag,@cc_monkey glad to know i was missed
2046,2013843501,n_mat,"still waiting, ergh. mouth is sore "
2047,1992770413,meganpellegrino,"@ebrachelli Not a problem. It's all rough, but worth it when you realize you actually get it. As for DC, it has been amazing thus far "
2048,2219058810,martincliffe,is definitely looking forward to the weekend. 2 long busy days to go! Hopefully work will suck less than the last few days
2049,1973965073,sazzldazzl,Amazing time last night! Soo drunk  fell asleep in work for two hours today tho :s thank you to everyone who came out!
2050,1468818034,oOLuciousLisaOo,@Stulittle i qot it awww you qot pics w|. my niqqa Beezzyyy  . you Yummed Up homie thas wassup
2051,1965334927,Skyzyx,@gsnedders: Knock yourself out.
2052,1956206889,elysesherman,@thomasfarted Are you okay now?
2053,1970209926,amy_tran,"There's nothing to watch on TV. It's driving me nuts, but i really should be asleep right now "
2054,1978888327,eatyourblud,"@she_shines92 Ha, that pic is great...Glad you had a good time man "
2055,2062054190,Softreeds,"@mariqueen as if I even need to tell you this, but your hater is a fucking pathetic person. you're the shit, sister. "
2056,1999606336,sammythewizzy,aarrrgghh.. seraching for a new blog template can be so frustrating
2057,2329112651,angelofmusic309,Farrah RIP  we will miss u! &quot;Angel of Music
2058,2065089941,jrmk,@OurielOhayon Yeap - I can test it
2059,2324350006,Laurab1994,I have just discovered that in america does not pay the Internet connection!! I live in Italy and we pay it!! This isn't fair!!!
2060,1962845532,shannonconlon,"mmm, pizza for dinner. yum. but i burnt my mouth though .. "
2061,2222937560,primalenigma,misses her mon cheri
2062,1695693016,johneverson,One blown tire has turned into replacing all four  Apparently Mustangs eat tire treads...
2063,2216765574,cariosity,"Janette/Brandon, Karla/Jonathon, Asuka/Vitolio, Melissa/Ade killed it!  I don't think this cast can do convincing hip-hop, tho.   #SYTYCD"
2064,2016055229,reese,"@Winsorandnewt so are you of the hermit variety, too? thanks for the rt of the rt "
2065,2302013949,amzdovz,HOLIDAY TIMEEEEEEEEEEEEEEE.  eeeep. i hope my new books might be a little bit better then the host  disapointment!
2066,2001397396,NKOTBahamas2009,@xtineee already asked hubby about Australia. It was a NO
2067,1679244916,mvinton17,back to back baby-sitting...love it!
2068,2295679486,bigmammashouse,"Got ear ache  thanks 2 a pissed wifey at the Take That concert, she was screamin soooo load. and standin on me feet as she danced"
2069,1989195146,garethslee,Back in work after week off... Feeling a little groggy at the moment and a few aches and pains
2070,2192041637,jamygriffin,Locked Nate out this morning by accident. Really sorry!
2071,1557877628,Rosaapril,@abacab1975 I'm good...excited about tomorrow  where ya off tooo?
2072,2255779348,HIFFYDIFFY23,is doing absalute NOTING todoay  ....... just being bourd wiff my fams and boyfriend ....
2073,2206119932,Anyclean,"Some days problems come in a never ending line  Usually something good happens afterwards, so one must not despair."
2074,2056973400,shanajaca,I so want to tweet them but then they harras me wont they lol  XX
2075,2238628428,iggypuffygirl,"yay, it's Friday... it's been a long week "
2076,2221612806,ohhliveyah,i should be seeing andrew bird today
2077,1932312420,MissKissThis,@BackseatBoohoo Don't become a nun
2078,1827871084,xsmiileyamii,@xSeniz ouu i loove black naiils
2079,2207896638,TheyCallMeLes,"@londonbridgez I'm confused, what's goin on? I feel like u've been sick 4eva. We need 2 send u a weather survival kit! I'm sad.. Get well "
2080,1969959734,kylamaegan,i really like to change my design but im to lazy...
2081,1977160939,wlturland,"@gavinchoate Hey, I was the weird chick in the red shirt, @azrared was the weirder chick in the lime shirt and @elazar is my husband  #LCC"
2082,2002776918,anton_maksimov,"@woofer_kyyiv, Ð² ÑÐ¾Ð¼-ÑÐ¾ Ð¸ ÑÐ¸ÑÐºÐ°, ÑÑÐ¾ ÑÐ°Ð¼ Ð½ÐµÑ ÐºÐ°Ð¿ÑÐ¸. ÐÐ½ ÑÐ°Ðº Ð¸ Ð½Ð°Ð·ÑÐ²Ð°ÐµÑÑ?Ñ? - Capcha Free. ÐÑÐ¸Ð¼ÐµÑ Ð¸Ñ?Ð¿Ð¾Ð»ÑÐ·Ð¾Ð²Ð°Ð½Ð¸Ñ?: myfreesoft.ru. "
2083,1751641448,Ghostxbunny,worried about her  brother J
2084,1993729273,alexsleat,http://www.justin.tv/G4TV_E3 yeah this one works! winner. COD:MW2
2085,2072149678,ceciliaavelaa,Hi i'am cecilia and you can see me on twitter
2086,1972152407,SCORPIO_DOLLY,@killuhkayy they lost danny's luggage again LMAO i swear 2 god this guy has the worst luck everrrr!! Poor danny
2087,1975912995,rudedoodle,@grazedotcom sorry to say for the second time a box hasn't arrived for me.    Saturday's box MIA.
2088,1973418863,jpetersen,"@jschuller I'm going to do a separate WP install to use Folio Elements for my business portfolio. I'll share when I mod it, "
2089,1973462438,Hollyz,@MoondanceMandy Yes.  Big boobed sluts can suck it.
2090,1559412488,katieupsidedown,@petewentz I'm a virgo. I would like the FOB show I didn't get yesterday
2091,2217863665,YEPNAYDEA,@TerrellPenny lol..oh please u dont even call me
2092,1932874238,onepaged,@ponystark the name of the god of their religion is Suprianna. They typoed it Superman.
2093,1553271490,TheBubbleGum,"Ugh.. Im tired but i don't wanna go to bed  btw, 17 Again was AWESOME!  Uh.. im so bored.  Well well, i always find something to do.. XD"
2094,1989135657,Laura6476,@iyaitssuzanne thank you
2095,2265899663,gauneyKAY,im happy but im also sad coz everyone else is
2096,2069657280,Ales_Alessandra,@Mozbabe Night Haidee!
2097,2323231919,annzoo,@therezzza My phone's off
2098,2248255694,neverxel,Everybody's doing things without me...
2099,1558477743,badbunnie,"@corrosiveheart That's wonderful, Candace! Now you have your little ones to be a part of it too! Congrats "
2100,1551939809,carlosdejesus,Springtime Jazz from Mr. Quincy Jones - - - Wonderful weekend to all  http://song.ly/3naz Quincy Jones - Killer Joe #jazz
2101,2015396784,meltinaa,has just finished watching all the hills episodes  kristen comes back!? whett!
2102,2009797136,davidee,@xxxSupermodel ok that one cracked me up
2103,2061697120,Adge24,@albert_blaise Thanx!
2104,2050904692,CharityIdeas,I will never understand mean people. Just seems like it would be so...exhausting.
2105,2061890354,staceyglynnbrad,had fun tonight
2106,2191360516,Curlyminx,"see the yellow dot? Our ferry is off to the island again, without us  http://twitpic.com/7jcla"
2107,2206821849,DJNike,argh! need insperation for advanced search on a category home page such as Audio Visual products =&gt; Brand/Tech/Attribute = limited space
2108,2063734783,siscacassidy,"@JonathanRKnight DON'T BE A GRUMPY, WHEN THE ROADS GETS BUMPY.JUST SMILE AND SMILE AND BE HAPPY "
2109,1687215939,CJP_2012,Ahhhhh... its sunny.
2110,1990614966,EBSEstonia,"Finland - June 11, Hotel Radisson Seaside, Helsinki - Interviews and Information Day for Finns "
2111,2229994089,smreee,#HarpersIsland Please don't let it be Jimmy
2112,1971426090,ShinjiOno,taking a rest after a long season soccer and enjoying the sun
2113,2064721253,jessdl23,@iamglennie Oh that sucks!!! So the tickets go to waste if you can't change the name! BOO!!!!!
2114,2044217226,crackbabies,my head and heart are going to explode.
2115,2187112273,dithayu,"everyone have a planning today, but i don't  "
2116,2185192622,BridieMayDeacon,"Cant wait for tomorrow, im so happy to be spending time with just mum and sister, hopefully in the sun. No work, No school for any of us. "
2117,1823919564,RayOnativia,@JennaMadison I aim to please and I please to aim
2118,1824507675,alyssawot,Such a bad mood.   http://bit.ly/3mYHBS
2119,2302951208,oronhaus,@mikepfs I like twitterfon. Tweetdeck crashes all the time.
2120,1971908625,McNeny,Kings of Leon ï¿½ Fans  ...I'm the one who moves you...  ? http://blip.fm/~7blfe
2121,1991756757,miss_bambi,"@neillockwood Hi, thank you for the Follow suggestions! I have followed all! "
2122,1751882696,BreY_,"Goodnight my twiggaz. Gotta hit the sack, so that I'm prepared for another work filled day...fun "
2123,1557029129,sergioa,Heading to the gym and running out of fuel
2124,2322916540,CaitlinRankin,@carebearsmiles i'm sorry to hear about your dad Carrie.
2125,1824066678,Bindiscrocgirl,@DHughesy Good on the Blues...
2126,2053150785,cccaitlins,7pm-7am relay for life on a cold night=NOT A GOOD IDEA. I'm going to sleep the day away then see sup with my ailing bf. no leigh for me
2127,2056646265,AlexLeung77,and you-- I wish you knew how proud I am of you
2128,2015128600,Mawiyel319,g2g Tweeters  going to eat now ) I'll be back ;)
2129,1751285633,jamesthigpen,I got a new MS Natural Ergo Keyboard 4000. Totally crappy/stiff space bar. Unusable. Back to the store for you.  Cheap crap.
2130,1553113167,LaceySueM,@JasonM04 Hey darlin! I have an iphone and all you do is upload the app. In the app store search twitter. I think the best one is tweetie
2131,2243241519,hi_Maintenance,At work by myself...i'm lonely
2132,2057749003,CharityMOrtiz,"Watching Shawn Hlookoff perform at the Temecula Wine &amp; Balloon Festival. He is kicking ass, of course! "
2133,1573455853,craignicol,"@chriscanal What have you done to HORN? Not looked at your stuff yet, found a bug in the -install:horn and in the tests "
2134,1967381798,963216,The sun was out and now it is gone  and i am cold again D=
2135,1968599754,scottscool7,"OMG, i think I've reached a point where my tolerance level is so high that i can't get drunk anymore. how sad  well @ least i'm a medical"
2136,1993037719,templedf,"Not loving how infomercially this general keynote is.  On the up side, I figured out how to get enough signal to tweet! #CommunityOne"
2137,1469343736,matthewross,off to the riteaid... then time to make my list of what to do today... still loving spring break
2138,1833557227,handcraftedbyme,@mattgrant Just put some red shorts on and you'll look like in Baywatch!  Are you coming to Nathan's leaving do next week?
2139,2066030946,giggle47,@earthdream thanks!! Glad you like them  Have a great Sunday!!!
2140,2323484837,xoliviaxdreamer,@Coliexbum oh is jack the film with jennifer lopez? it makes me cry so much!
2141,1793525699,mayhemstudios,@philipturpin welcome
2142,1933110727,alexisnicholex3,"Had a good day. Zoo tomorrow, yay!  I miss my sister and baby. Goodnight."
2143,2191161287,lolo_rox_baby,Gonna go dance in the shower listening to Mr merriweather
2144,2066663145,furyu_me,@spectrummother Helloooooooo.  You're my 800th.  Nice to 'meet you.'  Have a great day!
2145,1753218339,valeriesee,"These nice boys realized that we were too short to see over them at the concert and moved   Ugggg, now it's time to pack.  Early flight."
2146,1932445787,aysami,Video: Hereï¿½s a scene from the movie Boys Over Flowers. Shocks. Makaï¿½touch kaayo.  http://tumblr.com/xqf1vmzuk
2147,1680204172,XimyoursX,I am bored. Keen for goin out but nobody seems to be doing anything! Or not that they have told me!
2148,2011505897,mandyy_x0x,@grisy_bby omg i knoww dude!!!  next weekend i see you!!! woo hoo
2149,1980857344,clifnotess,I just bought a bunch of Mandy Moore's new songs!!  I forgot how good she was.
2150,2063906831,HamzaZafar,"@ammaryasir The pic says Sat night, and timings are 11-1PM... it wont work Ammar bhai, we'll be there for sure  http://twitpic.com/6tlgv"
2151,2065234188,brasio,@tennisDijana That's it! FEDERER's the CHAMP!  6-1; 7-6; 6-4
2152,1550788550,KateElizabeth1,@bryoccoli so? you could have stopped off in france on the way back. im sure they wouldnt mind. lovely people. full of... legs and such
2153,1558263840,uxmaven,To all the Sun Runners: You guys rock! Have a great 10k--we're sending &quot;No Rain!&quot; vibes your way
2154,2013801087,HollieAnnBrown,is so tired after her 13 hour working day yesturday and has to repeat it today
2155,2067335863,bananflugan,Just came home from StrÃ¶msholm. It was SO FUN!  We had a great time!
2156,1973137149,petitlapin,quite excited about the stuff Jon's finding in the garden.
2157,1565363458,KinkyBud,"@cndboy be as naughty as you like, no need to hold back with me "
2158,2045273394,piratescribe,@SoCalFishJ awww - Doctor Who is AWESOME
2159,2225837891,sixx4our,evy0513 http://znl.me/FVP5V - aww my poor lil girl  she's back 2 her old self 2day right?
2160,2180823366,Vava91,http://bit.ly/v9won    Charlie bit my finger - again! Soooo cute
2161,2069269045,TeeJay415,i read up in a magazine it helps soothe the burn!!!
2162,2198824078,NylaPermataSari,so cold today
2163,2177721325,vale04,Thanks to my followers..hoping to get to 50
2164,1981377071,nayeeee,"Photo: fatalattraction: Â Lol yess, the good girl  http://tumblr.com/xeo1wxu92"
2165,2175198875,BKel89,"I should prolly go to bed now, gotta work in less than 8 hours..   "
2166,1996330830,dbast,Where's DGTweets? I miss her &amp; her tweets
2167,2064769898,ClaireOJD,watchin' tv with mommy
2168,2066166702,lady_karelia,"@Valady_42 Damn, you're giving me ideas here. And it's Sunday. Stoopid laws. "
2169,2295402632,pam3525,@DMB_ ooo good luck! you're already lucky that you've been on the beach for two weekends though!  i'm so jealous!!
2170,2179455319,tracci,@ShiGirl2224 Did you mean tix? J/W
2171,2014847318,Shirat12,@Pink you looking so great in the cover honey
2172,1970892486,browneyed_missy,@stone610 WHAT?!?!?!
2173,2232289399,xMusic_Lovex,@mireiobelle OMG R U SERIOUS??!!! i cant!!! I gtg 2 a reunion!!!! NOOOO!!!!!!     uuuugghh!!!
2174,1991565406,rpr7AF,new search-engine http://www.bing.com tested. it seems not to be good. better results by google
2175,2264453714,tessyy_d,really really tired.. watching bones.. sont want to go to school tomorrow  english assesment task.
2176,2240442961,LinkedCV,"Oregon unemployment No. 2 in nation,again, second-highest jobless rate, at 12.4 percent in May, behind only Michigan http://bit.ly/gFNcx "
2177,2032451094,c_underpants,I just want the pictures printed
2178,1978797336,jarrelt,@sadyn awwwshucks thanks
2179,1976531261,lulabelle223,"just watched The Curious Case of Benjamin Button, and it twas awesome! brad pitt is....well...gorgeous.  gonna watch the hockey game now!"
2180,1678663020,leBeckster,@ddlovato Demi!! Please tell everyone to buy Girls Aloud Untouchable! Every tweet helps  ty xo
2181,2051242761,charasan,"Haha.  In the year 3000...YouTube, Twitter and Facebook will merge into one site - YouTwitFace "
2182,2058423859,comefollowme,Baby's awake and really moody  #silkfair
2183,1556895144,Ray_Anthony,@heyrileyy wow you had a pretty bomb day!!  I just got home from six flags but it was fun
2184,1680337343,albeitludicrous,I want The Boy in the Striped Pyjamas on DVD. But apparently it's very sad.
2185,2175888960,marks_voice,@black_buzzer One of my kids knocked over my motorcycle and it hit a neighbours car. I have to pay for the damage. Bit arguements too
2186,1827911527,Jae_1124,Im going to start charging rent!  lol
2187,1834367949,DestriDoll,And hopefully I'll be at a Reno wedding tmrw ;) And hopefully @staceeeeee &amp; @jesseeeeee made it to ikea. Ohhhhhhhhhhhh Fudge! Goodnight!
2188,2066117698,Loungevamp,E74 error now - blah! Having to register a repair with MS
2189,1678045377,ChunkytiaMonkey,has the worst hangover to date!!
2190,2002470911,Mawiyel319,I don't feel like watching Tayong Dalawa later ( Ingrid's going to lock Audrey in a closet  &gt; (
2191,2215775947,Flossy28,@Teri_Fied Your work fails.  I wish more cool people filmed here.
2192,1979395566,Littlemissluisa,This hayfever is soooo not cool
2193,1995824667,Rhea123,@_Chelsea_Marie a fully functional body - no matter what size or weight...however it is hard i guess but media DNT HELP
2194,1771003371,youaresteph,oh no! left my toms in daph's car. hahaha. wanted to wear them to DISNEYLAND tm  cause it's lyndsey's birthday!!
2195,2328354310,macmaniacs,On the way to get my #iPhone #3GS from T-Mobile Austria now. For 3 Weeks testing. Just 3 Weeks
2196,2187214632,JayQid,@HannahBeeeee I hope she doesn't  It would ruin summer for kids across the country !!!!!!!!
2197,2012309317,pax_et_amor,"AW, MAN. My dad got me Sims 3 for my birthday but it won't work on any of the computers. Major sadface "
2198,1696132323,veomichelle,"Caltrain, no zombies tho "
2199,2047923632,BrookeLockart,"@aramisette you make me sound like a lush!  we'll find a good mix of culture, shopping and bar hopping."
2200,2300003073,onlyrealfan,@Luck_YHGM I hear u on that- Bmore rarely support their own  I support tho! We hav 2 hold each other up. I'm good &amp; u?
2201,1563886328,lotay,@wendywings how are you?
2202,1687764352,thelovelybee,@ohlillielove I can't watch it rn so I am gonna favourite it and watch it aggain!
2203,1834641200,maya_mosco,got a real crave for a cool beer! can someone please send me some to work?
2204,2283605978,anumamjad,At the eye doctors... I'm missing a day at Six Flags Great America for this
2205,2068000398,Jayhirst,@jamescronin &quot;Renowned chocolatier&quot; ... fabulous
2206,1983468088,elizabethashley,"thank you, lucky stars, for giving me the best LL in the world.  "
2207,2055242756,Sulcalibur,Got my new glasses today so now I can see again  yay!
2208,1957612372,megspeaks,Aww I heard I just missed you two @logieo &amp; @egg104 !
2209,1687971070,RufieC,what happened to the rain? hot and stuffy
2210,1881706514,nospoon62,@LEIGHSALES Yep! And a level of detail we could have quite happily lived without too
2211,1971785235,Erika_is_crazy,not liking the movie at all... don't get it...
2212,1992187508,lirontocker,@erangalperin That was my result too! Sounds like we're awesome
2213,1971076334,pharmgirl27,Got the BrainBone daily question right!  - http://bit.ly/p1iiR
2214,1558422199,DavidDevious,"Drinking Red Bull, on my way to Sac with Joan and Jana. "
2215,1997273591,fullofdumplins,"Shopping, bbt and Terminator Salvation... what more can a girl ask for? "
2216,2219295394,noirlashlounge,@nansiepants haven't found any in Van that's decently priced unfortunately and def not about to drop hundreds on a pair
2217,1469643532,billcolrus,"@evPhoneHome Porn was doing OK before then, too. "
2218,1564433876,LoraUnicorn,"@Wavness I am your mum. Now go to bed, you've been on the computer all day. "
